iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field;field_cd;undergra;mn_sat;tuition;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr4_1;sinc4_1;intel4_1;fun4_1;amb4_1;shar4_1;attr2_1;sinc2_1;intel2_1;fun2_1;amb2_1;shar2_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;attr5_1;sinc5_1;intel5_1;fun5_1;amb5_1;dec;attr;sinc;intel;fun;amb;shar;like;prob;met;match_es;attr1_s;sinc1_s;intel1_s;fun1_s;amb1_s;shar1_s;attr3_s;sinc3_s;intel3_s;fun3_s;amb3_s;satis_2;length;numdat_2;attr7_2;sinc7_2;intel7_2;fun7_2;amb7_2;shar7_2;attr1_2;sinc1_2;intel1_2;fun1_2;amb1_2;shar1_2;attr4_2;sinc4_2;intel4_2;fun4_2;amb4_2;shar4_2;attr2_2;sinc2_2;intel2_2;fun2_2;amb2_2;shar2_2;attr3_2;sinc3_2;intel3_2;fun3_2;amb3_2;attr5_2;sinc5_2;intel5_2;fun5_2;amb5_2;you_call;them_cal;date_3;numdat_3;num_in_3;attr1_3;sinc1_3;intel1_3;fun1_3;amb1_3;shar1_3;attr7_3;sinc7_3;intel7_3;fun7_3;amb7_3;shar7_3;attr4_3;sinc4_3;intel4_3;fun4_3;amb4_3;shar4_3;attr2_3;sinc2_3;intel2_3;fun2_3;amb2_3;shar2_3;attr3_3;sinc3_3;intel3_3;fun3_3;amb3_3;attr5_3;sinc5_3;intel5_3;fun5_3;amb5_3 
102;9;1;18;2;4;18;5;0;4;1;76;0;0.02;1;34;2;10;10;30;20;10;20;0;411;678;728;450;556;428;461;450;194;32;Chemistry;10;0;0;0;2;2;6;Canada;0;0;1;4;4;Research Scientist;2;9;9;9;9;4;4;7;2;5;5;4;4;9;3;5;5;2;6;18;30;10;30;20;10;0;0;0;0;0;0;0;10;30;20;30;10;0;8;5;7;10;9;0;0;0;0;0;1;5;7;8;10;6;9;8;8;2;8;0;0;0;0;0;0;0;0;0;0;0;9;1;3;0;0;0;0;0;0;50;20;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;8;6;7;0;0;0;0;0;1;1;1;0;0;50;10;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;8;9;0;0;0;0;0
103;10;1;20;2;4;18;5;0;1;1;76;0;-0.05;1;34;2;10;10;30;20;10;20;0;622;678;694;572;678;428;567;478;200;26;Business- MBA;8;0;0;0;2;8;9;Chicago;60089;55 550.00;2;4;1;business;7;8;7;8;8;6;4;8;5;8;8;8;5;8;8;8;6;3;6;5;40;5;20;10;10;15;0;0;0;0;0;0;40;5;10;20;15;10;8;8;8;9;9;0;0;0;0;0;0;6;8;9;7;7;7;7;5;2;3;0;0;0;0;0;0;0;0;0;0;0;7;3;3;0;0;0;0;0;0;50;5;20;10;5;10;0;0;0;0;0;0;0;0;0;0;0;0;8;8;9;8;9;0;0;0;0;0;1;0;0;0;0;40;10;20;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;9;8;9;0;0;0;0;0
104;11;1;22;2;4;18;5;0;10;1;76;0;0.19;1;34;2;10;10;30;20;10;20;0;656;689;744;689;661;517;617;428;206;27;chemistry;10;0;0;0;2;6;8;Colorado;80110;26 682.00;2;5;3;research in industry or academia;2;8;3;8;9;8;8;9;5;8;7;3;8;7;6;8;3;7;8;3;20;15;25;15;20;5;0;0;0;0;0;0;15;20;20;20;15;10;9;8;7;9;9;0;0;0;0;0;0;6;8;7;6;6;5;6;5;2;3;0;0;0;0;0;0;0;0;0;0;0;8;1;3;0;0;0;0;0;0;40;10;10;30;10;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;8;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105;12;1;24;2;4;18;5;0;13;1;76;1;0.02;0;34;2;10;10;30;20;10;20;1;628;789;817;806;722;622;611;539;200;25;law;1;0;0;0;1;1;1;Texas;78759;41 547.00;2;7;1;Law;1;9;9;6;8;5;5;3;4;7;8;6;6;7;4;7;5;5;5;1;30;15;20;20;0;5;0;0;0;0;0;0;25;15;20;15;10;15;8;7;9;8;6;0;0;0;0;0;1;7;7;8;9;8;7;7;4;2;0;0;0;0;0;0;0;0;0;0;0;0;6;1;3;0;0;0;0;0;0;30;10;20;20;10;10;0;0;0;0;0;0;0;0;0;0;0;0;8;6;8;9;5;0;0;0;0;0;8;6;1;0;4;40;10;20;20;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;8;9;7;0;0;0;0;0
106;13;1;26;2;4;18;5;0;3;1;76;0;0.06;0;34;2;10;10;30;20;10;20;1;511;767;772;628;656;389;622;467;200;22;Law;1;0;0;0;3;1;3;Texas;76513;23 361.00;5;7;3;Law;1;2;4;2;9;6;5;4;9;2;9;8;7;9;2;8;5;3;5;2;10;20;35;10;5;20;0;0;0;0;0;0;20;15;20;20;5;20;4;7;3;9;2;0;0;0;0;0;0;8;3;7;8;4;0;3;2;2;4;0;0;0;0;0;0;0;0;0;0;0;8;3;3;0;0;0;0;0;0;15;30;30;10;5;10;0;0;0;0;0;0;0;0;0;0;0;0;5;9;9;5;2;0;0;0;0;0;0;1;1;0;0;20;20;35;5;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;9;3;4;0;0;0;0;0
107;14;1;28;2;4;18;5;0;12;1;76;1;0.36;1;34;2;10;10;30;20;10;20;1;689;806;800;811;661;678;750;572;200;21;Religion;7;0;0;0;2;1;1;Ann Arbor, MI;48331;74 893.00;1;4;1;Teacher/Professor;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;6;3;19;24;21;23;5;8;0;0;0;0;0;0;22;20;18;23;10;7;7;9;9;9;6;0;0;0;0;0;1;9;9;9;9;9;9;9;9;2;0;0;0;0;0;0;0;0;0;0;0;0;8;1;3;0;0;0;0;0;0;20;15;20;25;5;15;0;0;0;0;0;0;0;0;0;0;0;0;8;9;9;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
108;15;1;30;2;4;18;5;0;16;1;76;0;0.32;1;34;2;10;10;30;20;10;20;1;717;700;750;678;694;611;667;561;194;24;Electrical Engineering;5;0;0;0;2;1;1;Spain;0;0;1;6;3;Engineering;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;5;2;10;20;35;20;0;15;0;0;0;0;0;0;25;25;15;15;10;10;4;8;3;7;2;0;0;0;0;0;0;7;7;8;7;5;8;6;5;2;3;0;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;10;10;40;30;0;10;0;0;0;0;0;0;0;0;0;0;0;0;3;8;6;4;2;0;0;0;0;0;0;2;1;0;0;5;25;45;5;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;6;2;2;0;0;0;0;0
109;16;1;32;2;4;18;5;0;8;1;76;1;0.63;0;34;2;10;10;30;20;10;20;1;583;756;794;722;728;572;689;511;200;25;Film;14;0;0;0;4;1;1;Hong Kong;19454;0;1;4;1;film;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;5;3;15;10;30;10;5;30;0;0;0;0;0;0;20;15;15;15;20;15;6;9;8;9;8;0;0;0;0;0;1;8;10;8;8;8;7;8;5;2;2;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;20;15;25;15;5;20;0;0;0;0;0;0;0;0;0;0;0;0;6;9;9;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110;17;1;34;2;4;18;5;0;7;1;76;1;0.53;1;34;2;10;10;30;20;10;20;1;550;606;706;683;683;528;583;444;200;28;Film;14;0;0;0;2;4;6;Ann Arbor;48334;52 804.00;2;6;1;Writer;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;6;3;20;20;15;15;5;25;0;0;0;0;0;0;20;20;15;15;5;25;7;9;8;8;7;0;0;0;0;0;1;6;6;8;8;7;3;7;6;2;3;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;30;10;10;20;10;20;0;0;0;0;0;0;0;0;0;0;0;0;7;9;9;8;8;0;0;0;0;0;1;0;0;0;0;20;15;20;15;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;10;8;8;0;0;0;0;0
111;18;1;36;2;4;18;5;0;6;1;76;0;0.43;0;34;2;10;10;30;20;10;20;1;478;722;750;578;672;428;583;517;200;27;Business;8;0;0;0;4;7;1;Philippines;1114;0;5;5;1;consulting;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;9;1;20;20;20;20;10;10;0;0;0;0;0;0;25;20;15;15;10;15;5;8;5;8;5;0;0;0;0;0;0;3;4;8;8;6;4;5;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;1;0;1;1;5;10;6;0;8;1;122;1;-0.29;1;22;6;40;15;10;20;5;10;1;790;730;750;700;620;640;740;590;190;20;Sociology;3;0;0;0;6;1;1;New Jersey;7605;0;1;3;1;Social work;11;8;3;8;5;7;8;8;8;9;9;3;8;8;9;10;4;6;4;4;15;15;20;25;10;15;0;0;0;0;0;0;45;15;10;20;0;5;9;10;9;9;9;0;0;0;0;0;1;7;7;7;9;7;8;8;8;2;8;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;20;10;15;20;15;20;0;0;0;0;0;0;0;0;0;0;0;0;9;10;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
113;2;0;3;1;5;10;9;0;1;1;122;0;0.08;0;22;6;40;15;10;20;5;10;0;640;670;700;660;600;610;650;500;180;21;Economics;8;0;0;0;2;3;8;Milwaukee, Wisconsin;53217;53 923.00;1;4;1;What a question!;10;5;3;7;10;9;8;7;2;6;8;7;10;10;9;10;10;7;7;20;15;15;25;25;15;5;0;0;0;0;0;0;30;5;15;25;10;20;8;10;10;8;9;0;0;0;0;0;1;8;10;9;10;5;5;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;0;0;0;0;0;10;20;15;25;5;30;0;0;0;0;0;0;0;0;0;0;0;0;8;7;8;10;7;0;0;0;0;0;0;1;1;0;0;10;20;15;25;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;9;10;7;0;0;0;0;0
114;3;0;5;1;5;10;7;0;9;1;122;0;0.48;0;22;6;40;15;10;20;5;10;0;500;680;710;550;550;460;550;380;180;20;Economics, English;8;0;0;0;1;2;4;New York;0;0;2;7;4;0;0;6;8;3;4;4;3;5;2;6;8;7;6;7;6;9;2;2;6;0;20;20;20;20;10;10;0;0;0;0;0;0;30;10;20;20;10;10;7;9;8;6;7;0;0;0;0;0;1;7;6;6;7;4;4;6;6;2;3;0;0;0;0;0;0;0;0;0;0;0;4;3;2;0;0;0;0;0;0;20;20;20;20;10;10;0;0;0;0;0;0;0;0;0;0;0;0;7;9;8;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
115;4;0;7;1;5;10;1;0;3;1;122;0;-0.05;0;22;6;40;15;10;20;5;10;0;650;570;590;650;580;620;630;520;140;21;psychology;3;0;0;0;2;10;7;brooklyn ny;11214;27 094.00;1;5;1;psychologist;3;2;2;8;7;3;3;1;1;8;10;2;2;6;4;7;8;1;3;12;20;10;30;20;15;5;0;0;0;0;0;0;40;10;20;20;0;10;8;7;8;9;8;0;0;0;0;0;0;10;10;10;10;10;10;10;1;1;3;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;0;0;0;0;20;5;30;20;10;15;0;0;0;0;0;0;0;0;0;0;0;0;8;8;9;8;7;0;0;0;0;0;0;0;0;0;0;20;10;30;20;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;10;9;8;0;0;0;0;0
116;5;0;9;1;5;10;8;0;10;1;122;1;0.08;0;22;6;40;15;10;20;5;10;1;670;610;650;630;630;620;650;550;170;21;political science;13;0;0;0;2;4;1;France;38330;0;1;1;1;if only i knew;10;5;4;3;10;10;10;6;4;8;10;10;10;10;10;10;10;8;7;20;15;15;25;25;20;0;0;0;0;0;0;0;30;5;10;30;5;20;8;9;8;9;9;0;0;0;0;0;1;10;10;10;10;10;10;10;10;1;4;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;0;0;0;0;0;30;10;10;30;10;10;0;0;0;0;0;0;0;0;0;0;0;0;9;9;8;9;8;0;0;0;0;0;0;2;1;0;0;15;15;20;20;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;9;8;9;0;0;0;0;0
117;6;0;11;1;5;10;2;0;4;1;122;0;0.12;0;22;6;40;15;10;20;5;10;0;700;650;670;670;670;630;690;510;160;21;Economics, Sociology;8;0;0;0;2;8;10;Long Island, NY;11021;57 213.00;1;3;1;Marketing, Advertising;7;6;8;6;9;8;6;3;5;8;8;5;6;5;6;5;9;3;6;4;20;10;20;20;20;10;0;0;0;0;0;0;20;10;15;20;15;20;8;7;8;8;8;0;0;0;0;0;1;10;10;10;10;10;10;8;1;1;1;0;0;0;0;0;0;0;0;0;0;0;5;3;1;0;0;0;0;0;0;25;10;25;15;10;15;0;0;0;0;0;0;0;0;0;0;0;0;7;6;7;7;7;0;0;0;0;0;0;0;0;0;0;18;14;20;18;17;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;7;7;7;0;0;0;0;0
119;10;0;17;1;5;10;5;0;7;1;122;0;0.06;0;22;6;40;15;10;20;5;10;1;790;760;700;680;670;530;740;560;200;19;Polish;16;0;0;0;3;5;2;Puerto Rico;901;0;1;3;1;lawyer/gov.position;1;8;5;8;9;9;9;5;8;10;9;5;10;9;10;10;7;8;4;15;50;15;10;10;10;5;0;0;0;0;0;0;70;5;5;10;5;5;8;10;10;10;10;0;0;0;0;0;0;3;8;5;5;5;0;5;7;2;5;0;0;0;0;0;0;0;0;0;0;0;5;1;3;0;0;0;0;0;0;50;10;10;10;5;15;0;0;0;0;0;0;0;0;0;0;0;0;8;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120;11;0;19;1;5;10;3;0;5;1;122;1;0.4;0;22;6;40;15;10;20;5;10;1;780;660;750;730;690;620;720;710;190;20;English;6;0;0;0;3;1;4;Long Island, NY;11778;42 390.00;5;4;3;Writer;6;5;4;4;8;7;5;3;1;5;10;6;10;9;6;8;3;5;3;5;10;10;35;35;8;2;0;0;0;0;0;0;50;1;20;20;2;7;6;8;8;8;9;0;0;0;0;0;1;7;8;7;8;8;5;6;8;2;2;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;20;10;40;20;5;5;0;0;0;0;0;0;0;0;0;0;0;0;8;9;7;8;8;0;0;0;0;0;0;0;0;0;0;25;5;25;20;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;7;9;0;0;0;0;0
121;12;0;20;1;5;10;10;0;2;1;122;0;0.04;0;22;6;40;15;10;20;5;10;0;480;650;720;480;540;400;450;520;200;21;psychology and english;3;0;0;0;2;8;1;Memphis, TN;38119;43 636.00;5;7;1;no idea, maybe a professor;2;2;2;6;10;6;10;6;4;7;7;8;10;10;10;10;10;4;2;0;35;15;5;30;15;0;0;0;0;0;0;0;60;5;0;20;0;15;2;9;9;7;9;0;0;0;0;0;1;8;10;10;7;7;8;9;1;2;2;0;0;0;0;0;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0;50;20;0;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
122;1;1;2;1;5;10;6;0;8;1;112;1;-0.29;1;20;6;15;15;20;25;10;15;1;700;790;740;760;660;600;700;430;140;22;Law;1;0;0;0;6;1;1;Long Island;11793;57 887.00;1;3;1;Lawyer;1;7;9;7;9;7;6;5;6;6;6;8;7;8;8;8;5;4;6;10;40;15;10;20;5;10;0;0;0;0;0;0;50;10;10;10;10;10;7;10;8;8;8;0;0;0;0;0;1;9;9;9;9;9;9;9;7;2;4;0;0;0;0;0;0;0;0;0;0;0;5;3;3;0;0;0;0;0;0;50;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;8;10;8;8;8;0;0;0;0;0;1;0;1;0;0;50;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;8;8;8;0;0;0;0;0
123;2;1;4;1;5;10;6;0;2;1;112;0;-0.37;0;20;6;15;15;20;25;10;15;0;510;780;650;520;620;390;530;490;150;18;Biomedical Engineering;5;0;0;0;4;3;5;Louisiana;70605;30 768.00;2;5;1;Cardiologist;4;9;9;8;8;3;2;5;5;6;2;7;2;7;7;7;7;5;5;1;50;10;20;5;5;10;0;0;0;0;0;0;20;50;10;5;5;10;8;7;7;7;8;0;0;0;0;0;1;9;7;7;6;4;5;8;2;2;0;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;80;4;5;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
124;3;1;6;1;5;10;6;0;5;1;112;0;0.26;0;20;6;15;15;20;25;10;15;0;340;510;620;210;760;110;210;450;150;22;Economics and Political Science;8;0;0;0;4;1;1;Maryland;20815;66 699.00;2;4;1;Law or finance;1;5;5;8;10;8;8;6;5;8;8;6;9;9;9;8;8;7;6;10;40;10;10;10;10;20;0;0;0;0;0;0;20;30;10;10;20;10;8;8;10;10;10;0;0;0;0;0;1;6;7;7;4;4;5;6;6;2;6;0;0;0;0;0;0;0;0;0;0;0;6;1;3;0;0;0;0;0;0;50;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;8;7;10;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;4;1;8;1;5;10;6;0;10;1;112;1;0.34;0;20;6;15;15;20;25;10;15;1;720;750;770;760;740;610;720;560;110;21;Art History/medicine;4;0;0;0;2;3;1;Staten Island;10306;45 360.00;1;3;1;Pediatrics;4;3;1;9;10;9;10;1;1;10;9;2;9;9;9;9;10;7;6;4;20;15;20;15;12;18;0;0;0;0;0;0;25;10;15;15;15;20;9;6;10;9;10;0;0;0;0;0;1;9;8;9;9;8;7;8;8;2;6;0;0;0;0;0;0;0;0;0;0;0;7;3;2;0;0;0;0;0;0;20;10;25;15;10;20;0;0;0;0;0;0;0;0;0;0;0;0;9;7;9;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126;5;1;10;1;5;10;6;0;3;1;112;1;0.3;0;20;6;15;15;20;25;10;15;1;550;720;770;610;710;510;630;510;140;22;philosophy;7;0;0;0;2;7;5;New York, NY;10021;55 080.00;4;6;3;medicine;4;10;8;7;8;8;7;5;2;7;10;5;8;8;9;10;6;7;6;5;25;40;15;10;5;5;0;0;0;0;0;0;20;20;15;20;15;10;9;10;9;9;9;0;0;0;0;0;1;7;8;7;6;6;6;6;7;2;1;0;0;0;0;0;0;0;0;0;0;0;6;1;3;0;0;0;0;0;0;20;20;20;30;0;10;0;0;0;0;0;0;0;0;0;0;0;0;8;10;9;9;9;0;0;0;0;0;2;2;1;0;1;20;25;15;15;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;10;9;10;9;0;0;0;0;0
127;6;1;12;1;5;10;6;0;9;1;112;1;-0.24;0;20;6;15;15;20;25;10;15;1;660;530;550;550;550;460;510;480;160;22;Mechanical Engineering;5;0;0;0;2;1;1;Massachusetts;1720;0;6;5;1;Porn Star;6;10;8;8;8;5;3;5;5;6;1;7;1;5;8;7;5;10;1;20;25;25;25;15;5;5;0;0;0;0;0;0;20;20;20;20;10;10;8;8;9;9;8;0;0;0;0;0;1;10;7;9;10;8;10;10;10;1;7;0;0;0;0;0;0;0;0;0;0;0;5;1;3;0;0;0;0;0;0;40;10;10;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;8;5;10;10;8;0;0;0;0;0;0;0;0;0;0;40;20;20;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;8;0;0;0;0;0
128;7;1;14;1;5;10;6;0;1;1;112;1;0.44;0;20;6;15;15;20;25;10;15;1;680;760;650;550;530;400;650;500;180;21;Engineering;5;0;0;0;2;3;1;Connecticut;6880;0;1;3;2;Mechanical Engineering;5;8;7;7;6;4;4;8;7;3;5;3;4;8;10;10;2;2;5;13;40;15;10;20;10;5;0;0;0;0;0;0;25;15;20;20;10;10;8;7;7;8;7;0;0;0;0;0;1;10;9;8;9;9;7;9;8;2;7;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;30;15;15;20;10;10;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;7;0;0;0;0;0;0;1;0;0;0;50;10;10;20;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;9;8;7;0;0;0;0;0
129;8;1;15;1;5;10;6;0;7;1;112;1;0.31;0;20;6;15;15;20;25;10;15;1;560;710;560;530;580;480;580;550;180;0;Economics;8;0;0;0;2;1;1;New Jersey;7936;0;3;3;3;entrepeneur;7;7;4;7;9;4;5;9;2;6;9;4;4;7;6;6;4;6;10;10;40;20;20;20;0;0;0;0;0;0;0;0;40;21;10;10;10;10;8;8;8;8;8;0;0;0;0;0;1;9;8;9;10;8;8;8;8;2;5;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;0;0;0;0;0;30;5;20;30;5;10;0;0;0;0;0;0;0;0;0;0;0;0;8;7;8;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130;9;1;16;1;5;10;6;0;4;1;112;0;0.19;0;20;6;15;15;20;25;10;15;1;660;790;690;590;610;390;650;470;180;20;Engineering;5;0;0;0;4;4;1;India, Holland;0;0;1;6;2;don't know;10;7;4;9;8;3;2;7;5;7;6;2;1;2;2;9;6;2;6;1;80;10;10;0;0;0;0;0;0;0;0;0;60;20;10;10;0;0;5;6;6;6;6;0;0;0;0;0;0;5;5;5;2;1;2;5;2;2;2;0;0;0;0;0;0;0;0;0;0;0;4;1;2;0;0;0;0;0;0;60;5;20;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;6;7;7;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131;10;1;18;1;5;10;6;0;6;1;112;0;0.35;0;20;6;15;15;20;25;10;15;0;310;550;470;280;380;100;320;350;160;19;Computer Science;5;0;0;0;4;4;1;New York;10002;17 378.00;2;7;3;Not Sure;10;5;1;5;5;5;5;3;6;4;8;7;6;8;7;6;5;3;5;0;25;10;20;20;10;15;0;0;0;0;0;0;30;10;20;20;10;10;4;6;4;6;6;0;0;0;0;0;0;5;5;5;5;5;5;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;20;20;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;0;0;0;0;0
234;1;0;1;1;10;9;8;8;7;1;243;0;0.43;0;27;2;20;20;20;25;5;10;1;589;789;711;600;567;311;622;500;200;22;Sociology and Education;3;George Mason University;1 070.00;12 696.00;6;1;5;Virginia;23060;44 346.00;3;7;3;Educational Policy;2;5;3;10;10;9;5;2;1;4;9;5;6;5;5;9;7;4;5;0;20;20;20;10;10;20;10;20;20;20;15;15;75;1;1;3;10;10;7;7;8;8;10;9;6;9;6;10;0;4;8;9;7;8;2;5;2;0;1;30;20;20;10;10;5;8;10;9;10;10;5;1;3;0;0;0;0;0;0;20;15;20;20;15;10;25;20;15;20;10;10;50;5;5;20;10;10;8;9;9;9;10;9;6;9;7;10;0;0;0;0;0;15;10;20;20;15;20;25;15;15;20;15;10;15;15;20;10;20;20;50;10;10;10;10;10;9;10;9;8;10;9;10;10;7;10
235;2;0;3;1;10;9;1;1;9;1;243;1;0.33;1;27;2;20;20;20;25;5;10;1;789;756;700;744;456;378;722;611;200;23;elementary education;9;Holy Cross;1 258.00;25 020.00;2;3;1;Boston, MA;1890;0;1;4;3;elementary school teacher;2;1;3;3;10;9;10;2;1;7;7;1;9;9;6;10;10;7;5;0;15;15;20;20;20;10;20;15;10;25;10;20;25;10;10;25;10;20;6;9;9;8;9;6;9;9;9;9;1;6;6;6;5;5;5;5;3;0;1;15;20;20;20;15;10;6;9;8;8;8;3;1;3;0;0;0;0;0;0;15;20;20;20;15;10;20;20;15;20;10;15;25;10;10;25;10;20;6;9;8;8;8;6;9;8;8;8;0;1;1;1;0;15;20;15;20;15;15;15;20;15;20;15;15;15;20;15;20;15;15;15;20;15;20;15;15;7;9;8;8;8;7;9;8;8;8
