gender;match;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field_cd;race;goal;date;go_out;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;dec
1;0;0;22;2;15;20;20;20;5;20;1;5;7;7;7;7;6;7;7;2;22;1;3;5;7;3;1;2;4;2;9;6;5;4;9;2;9;8;7;9;2;8;5;3;10;20;35;10;5;20;4;7;3;9;2;0
1;0;0;23;2;15;15;20;15;15;20;0;2;4;5;4;7;3;1;6;2;22;1;3;5;7;3;1;2;4;2;9;6;5;4;9;2;9;8;7;9;2;8;5;3;10;20;35;10;5;20;4;7;3;9;2;0
1;0;0;23;2;15;15;20;15;20;15;0;2;10;10;2;2;3;7;2;2;22;1;3;5;7;3;1;2;4;2;9;6;5;4;9;2;9;8;7;9;2;8;5;3;10;20;35;10;5;20;4;7;3;9;2;1
1;0;0;27;2;25;15;20;20;20;0;0;8;10;10;9;10;5;9;5;2;22;1;3;5;7;3;1;2;4;2;9;6;5;4;9;2;9;8;7;9;2;8;5;3;10;20;35;10;5;20;4;7;3;9;2;1
1;0;0;23;4;15;21;18;18;10;18;1;6;7;7;8;7;5;6;3;2;22;1;3;5;7;3;1;2;4;2;9;6;5;4;9;2;9;8;7;9;2;8;5;3;10;20;35;10;5;20;4;7;3;9;2;0
1;1;0;25;6;15;3;50;20;2;10;1;5;7;8;7;7;;8;5;2;22;1;3;5;7;3;1;2;4;2;9;6;5;4;9;2;9;8;7;9;2;8;5;3;10;20;35;10;5;20;4;7;3;9;2;1
1;0;0;29;2;10;20;20;20;20;10;0;7;8;8;8;8;7;7;6;2;22;1;3;5;7;3;1;2;4;2;9;6;5;4;9;2;9;8;7;9;2;8;5;3;10;20;35;10;5;20;4;7;3;9;2;0
1;0;0;29;2;14;20;18;24;18;6;0;7;7;7;7;7;7;7;6;2;22;1;3;5;7;3;1;2;4;2;9;6;5;4;9;2;9;8;7;9;2;8;5;3;10;20;35;10;5;20;4;7;3;9;2;1
1;1;1;34;2;10;10;30;20;10;20;1;8;6;7;10;;8;10;5;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;1;1;22;2;15;20;20;20;15;10;1;9;9;9;10;9;10;10;7;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;1;0;23;3;10;25;20;10;20;15;1;9;9;9;9;9;9;10;1;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;1;0;26;4;10;20;15;20;20;15;1;5;7;7;7;5;6;6;5;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;0;0;27;4;10;20;20;10;20;20;0;6;9;8;8;9;8;7;9;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;0
1;0;1;28;2;10;10;20;20;20;20;0;2;7;6;8;6;4;8;10;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;1;0;25;6;20;20;20;20;10;10;1;7;10;9;10;8;9;10;8;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;1;0;35;3;10;32;20;12;11;15;1;8;8;8;7;5;8;4;3;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;0;0;32;3;30;30;30;5;0;5;0;4;8;8;5;7;6;7;7;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;0
1;1;1;30;2;20;25;15;15;15;10;1;7;6;6;5;6;5;6;6;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;1;1;22;2;15;20;20;20;5;20;1;10;7;7;6;6;8;5;2;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;1;1;23;2;15;15;20;15;15;20;1;8;10;8;9;8;8;8;8;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;0;1;23;2;15;15;20;15;20;15;0;3;10;10;10;10;6;7;8;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;0;1;27;2;25;15;20;20;20;0;0;9;9;10;10;7;6;8;5;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;0
1;0;0;23;4;15;21;18;18;10;18;1;6;7;8;7;8;6;6;0;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;0
1;1;0;25;6;15;3;50;20;2;10;1;8;7;8;8;;;8;5;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;1;1;29;2;10;20;20;20;20;10;1;8;9;9;10;9;9;8;8;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;0;1;29;2;14;20;18;24;18;6;0;7;7;7;7;7;6;7;6;2;21;7;2;1;4;1;2;7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;19;24;21;23;5;8;7;9;9;9;6;1
1;0;1;34;2;10;10;30;20;10;20;1;5;5;5;5;8;8;5;5;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;0
1;0;1;22;2;15;20;20;20;15;10;1;9;7;7;9;6;5;8;6;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;0
1;0;0;23;3;10;25;20;10;20;15;0;7;4;7;2;2;2;5;1;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;0
1;1;0;26;4;10;20;15;20;20;15;1;6;6;6;6;6;6;7;5;1;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;1
1;0;0;27;4;10;20;20;10;20;20;1;8;8;8;8;8;8;8;8;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;0
1;1;1;28;2;10;10;20;20;20;20;1;7;7;7;8;7;7;8;9;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;1
1;0;0;25;6;20;20;20;20;10;10;1;7;10;10;10;8;10;8;8;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;0
1;0;0;35;3;10;32;20;12;11;15;0;5;7;9;6;7;5;5;4;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;0
1;1;0;32;3;30;30;30;5;0;5;1;4;0;8;7;7;6;7;7;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;1
1;0;1;30;2;20;25;15;15;15;10;0;6;6;6;4;6;1;5;5;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;0
1;1;1;22;2;15;20;20;20;5;20;1;10;8;6;7;10;5;9;4;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;1
1;0;1;23;2;15;15;20;15;15;20;0;7;9;7;6;7;5;5;9;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;0
1;0;1;23;2;15;15;20;15;20;15;0;8;10;10;5;10;8;7;8;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;1
1;0;1;27;2;25;15;20;20;20;0;0;9;9;8;10;8;7;8;5;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;0
1;0;0;23;4;15;21;18;18;10;18;1;7;7;6;6;4;5;7;2;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;0
1;0;0;25;6;15;3;50;20;2;10;0;9;7;8;7;6;7;3;2;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;1
1;0;1;29;2;10;20;20;20;20;10;1;8;9;10;9;8;9;8;9;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;0
1;0;1;29;2;14;20;18;24;18;6;0;7;7;7;7;7;6;7;4;2;24;5;2;1;6;3;5;7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;10;20;35;20;0;15;4;8;3;7;2;1
1;1;0;34;2;10;10;30;20;10;20;1;5;5;6;10;7;;5;5;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;0;0;22;2;15;20;20;20;15;10;0;6;7;7;6;7;7;7;4;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;1;0;23;3;10;25;20;10;20;15;1;7;10;10;6;10;6;9;3;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;0;1;26;4;10;20;15;20;20;15;0;5;5;5;5;5;5;5;5;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;1;1;27;4;10;20;20;10;20;20;1;8;8;8;8;8;8;8;8;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;0;0;28;2;10;10;20;20;20;20;0;6;9;8;8;8;7;7;7;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;1;0;25;6;20;20;20;20;10;10;1;6;10;10;8;8;8;9;8;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;0;0;35;3;10;32;20;12;11;15;0;4;8;8;9;6;8;6;3;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;0;0;32;3;30;30;30;5;0;5;0;5;5;9;6;5;5;6;0;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;0;0;30;2;20;25;15;15;15;10;0;6;8;7;5;6;2;6;6;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;1;0;22;2;15;20;20;20;5;20;1;6;7;7;7;5;7;7;5;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;0;0;23;2;15;15;20;15;15;20;0;2;4;7;8;8;4;4;5;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;0;0;23;2;15;15;20;15;20;15;0;5;10;10;10;10;10;9;9;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;0
1;0;0;27;2;25;15;20;20;20;0;0;8;10;10;8;8;6;8;5;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;0
1;1;1;23;4;15;21;18;18;10;18;1;6;7;7;5;6;7;7;2;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;1;0;25;6;15;3;50;20;2;10;1;6;7;8;8;8;;7;3;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;1;0;29;2;10;20;20;20;20;10;1;7;9;9;7;9;7;7;8;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;0;0;29;2;14;20;18;24;18;6;0;7;7;7;6;7;6;7;6;2;25;14;4;1;4;1;6;2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;15;10;30;10;5;30;6;9;8;9;8;1
1;1;1;34;2;10;10;30;20;10;20;1;5;5;6;7;6;;5;5;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;1
1;0;1;22;2;15;20;20;20;15;10;1;8;9;8;9;9;8;8;4;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;0
1;0;0;23;3;10;25;20;10;20;15;0;2;2;5;2;;8;2;1;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;0
1;0;0;26;4;10;20;15;20;20;15;0;4;4;4;4;4;4;4;4;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;0
1;0;0;27;4;10;20;20;10;20;20;0;6;;8;8;8;8;8;7;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;0
1;0;1;28;2;10;10;20;20;20;20;0;6;6;7;6;7;6;6;2;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;0
1;0;0;25;6;20;20;20;20;10;10;0;7;8;8;9;8;6;8;7;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;0
1;0;0;35;3;10;32;20;12;11;15;0;4;7;8;4;8;6;4;2;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;0
1;0;0;32;3;30;30;30;5;0;5;0;4;4;5;4;9;4;1;0;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;0
1;0;1;30;2;20;25;15;15;15;10;0;5;5;5;7;5;3;5;5;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;1
1;1;1;22;2;15;20;20;20;5;20;1;8;7;7;7;7;8;8;6;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;1
1;0;1;23;2;15;15;20;15;15;20;0;4;3;6;7;5;2;5;7;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;1
1;0;1;23;2;15;15;20;15;20;15;0;4;10;10;10;10;8;7;8;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;0
1;0;1;27;2;25;15;20;20;20;0;0;7;10;10;10;7;6;8;5;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;0
1;0;0;23;4;15;21;18;18;10;18;0;6;6;6;7;8;7;5;0;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;0
1;1;0;25;6;15;3;50;20;2;10;1;6;7;8;8;8;;7;3;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;1
1;1;1;29;2;10;20;20;20;20;10;1;6;9;9;8;8;5;7;8;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;1
1;0;1;29;2;14;20;18;24;18;6;0;7;7;7;6;6;6;7;6;2;28;14;2;2;6;1;6;4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;20;20;15;15;5;25;7;9;8;8;7;0
1;0;0;34;2;10;10;30;20;10;20;1;2;8;8;;;;5;5;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;22;2;15;20;20;20;15;10;0;4;6;7;4;5;2;3;2;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;23;3;10;25;20;10;20;15;0;5;5;9;;9;;8;2;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;1;26;4;10;20;15;20;20;15;0;6;6;6;6;6;6;7;5;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;1;27;4;10;20;20;10;20;20;0;7;9;8;8;9;8;8;8;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;28;2;10;10;20;20;20;20;0;4;9;9;6;7;5;6;8;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;25;6;20;20;20;20;10;10;0;6;10;9;8;8;7;8;8;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;35;3;10;32;20;12;11;15;0;4;8;6;8;7;8;4;3;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;32;3;30;30;30;5;0;5;0;3;5;5;4;5;4;4;4;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;30;2;20;25;15;15;15;10;0;6;4;6;2;6;1;3;6;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;22;2;15;20;20;20;5;20;0;4;5;5;5;5;;5;5;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;23;2;15;15;20;15;15;20;0;2;4;7;7;7;3;2;7;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;23;2;15;15;20;15;20;15;0;2;10;10;10;10;7;9;7;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;27;2;25;15;20;20;20;0;0;7;10;10;9;9;6;8;5;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;1;23;4;15;21;18;18;10;18;0;6;9;7;6;6;8;5;4;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;25;6;15;3;50;20;2;10;0;5;8;8;7;7;;7;2;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;29;2;10;20;20;20;20;10;0;6;7;8;7;8;5;6;5;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
1;0;0;29;2;14;20;18;24;18;6;1;7;7;7;7;7;7;7;7;2;27;8;4;5;5;1;7;9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;20;20;20;20;10;10;5;8;5;8;5;0
0;1;1;22;6;40;15;10;20;5;10;1;9;9;9;9;9;9;9;7;2;20;3;6;1;3;1;11;8;3;8;5;7;8;8;8;9;9;3;8;8;9;10;4;6;15;15;20;25;10;15;9;10;9;9;9;1
0;0;0;18;4;50;10;20;5;5;10;1;9;7;7;6;4;5;8;2;2;20;3;6;1;3;1;11;8;3;8;5;7;8;8;8;9;9;3;8;8;9;10;4;6;15;15;20;25;10;15;9;10;9;9;9;0
0;0;0;22;4;40;10;10;10;10;20;1;6;7;7;4;4;5;6;6;2;20;3;6;1;3;1;11;8;3;8;5;7;8;8;8;9;9;3;8;8;9;10;4;6;15;15;20;25;10;15;9;10;9;9;9;0
0;1;0;21;2;20;15;20;15;12;18;1;9;8;9;9;8;7;8;8;2;20;3;6;1;3;1;11;8;3;8;5;7;8;8;8;9;9;3;8;8;9;10;4;6;15;15;20;25;10;15;9;10;9;9;9;1
0;1;0;22;2;25;40;15;10;5;5;1;7;8;7;6;6;6;6;7;2;20;3;6;1;3;1;11;8;3;8;5;7;8;8;8;9;9;3;8;8;9;10;4;6;15;15;20;25;10;15;9;10;9;9;9;1
0;1;0;22;2;25;25;25;15;5;5;1;10;7;9;10;8;10;10;10;1;20;3;6;1;3;1;11;8;3;8;5;7;8;8;8;9;9;3;8;8;9;10;4;6;15;15;20;25;10;15;9;10;9;9;9;1
0;1;0;21;2;40;15;10;20;10;5;1;10;9;8;9;9;7;9;8;2;20;3;6;1;3;1;11;8;3;8;5;7;8;8;8;9;9;3;8;8;9;10;4;6;15;15;20;25;10;15;9;10;9;9;9;1
0;1;0;;2;40;20;20;20;;;1;9;8;9;10;8;8;8;8;2;20;3;6;1;3;1;11;8;3;8;5;7;8;8;8;9;9;3;8;8;9;10;4;6;15;15;20;25;10;15;9;10;9;9;9;1
0;0;0;20;4;80;10;10;;;;0;5;5;5;2;1;2;5;2;2;20;3;6;1;3;1;11;8;3;8;5;7;8;8;8;9;9;3;8;8;9;10;4;6;15;15;20;25;10;15;9;10;9;9;9;1
0;0;0;19;4;25;10;20;20;10;15;0;5;5;5;5;5;5;5;1;2;20;3;6;1;3;1;11;8;3;8;5;7;8;8;8;9;9;3;8;8;9;10;4;6;15;15;20;25;10;15;9;10;9;9;9;0
0;0;0;22;6;40;15;10;20;5;10;0;10;10;10;10;10;10;10;1;1;21;8;2;1;4;1;10;5;3;7;10;9;8;7;2;6;8;7;10;10;9;10;10;7;15;15;25;25;15;5;8;10;10;8;9;1
0;0;0;18;4;50;10;20;5;5;10;0;6;5;5;4;4;5;4;2;2;21;8;2;1;4;1;10;5;3;7;10;9;8;7;2;6;8;7;10;10;9;10;10;7;15;15;25;25;15;5;8;10;10;8;9;0
0;0;0;22;4;40;10;10;10;10;20;1;7;6;7;5;5;8;8;8;2;21;8;2;1;4;1;10;5;3;7;10;9;8;7;2;6;8;7;10;10;9;10;10;7;15;15;25;25;15;5;8;10;10;8;9;0
0;1;1;21;2;20;15;20;15;12;18;1;8;8;7;7;7;6;7;5;1;21;8;2;1;4;1;10;5;3;7;10;9;8;7;2;6;8;7;10;10;9;10;10;7;15;15;25;25;15;5;8;10;10;8;9;1
0;1;1;22;2;25;40;15;10;5;5;1;6;8;9;9;8;6;7;8;2;21;8;2;1;4;1;10;5;3;7;10;9;8;7;2;6;8;7;10;10;9;10;10;7;15;15;25;25;15;5;8;10;10;8;9;1
0;0;1;22;2;25;25;25;15;5;5;0;5;5;5;5;5;5;5;8;2;21;8;2;1;4;1;10;5;3;7;10;9;8;7;2;6;8;7;10;10;9;10;10;7;15;15;25;25;15;5;8;10;10;8;9;1
0;1;1;21;2;40;15;10;20;10;5;1;7;9;9;8;8;8;7;8;2;21;8;2;1;4;1;10;5;3;7;10;9;8;7;2;6;8;7;10;10;9;10;10;7;15;15;25;25;15;5;8;10;10;8;9;1
0;0;1;;2;40;20;20;20;;;0;7;8;8;7;7;7;7;7;2;21;8;2;1;4;1;10;5;3;7;10;9;8;7;2;6;8;7;10;10;9;10;10;7;15;15;25;25;15;5;8;10;10;8;9;0
0;0;0;20;4;80;10;10;;;;0;3;3;5;6;1;1;5;2;2;21;8;2;1;4;1;10;5;3;7;10;9;8;7;2;6;8;7;10;10;9;10;10;7;15;15;25;25;15;5;8;10;10;8;9;1
0;0;0;19;4;25;10;20;20;10;15;0;5;5;5;5;5;5;5;1;2;21;8;2;1;4;1;10;5;3;7;10;9;8;7;2;6;8;7;10;10;9;10;10;7;15;15;25;25;15;5;8;10;10;8;9;0
0;0;0;22;6;40;15;10;20;5;10;0;6;10;7;7;7;7;8;4;2;20;8;1;2;7;4;;6;8;3;4;4;3;5;2;6;8;7;6;7;6;9;2;2;20;20;20;20;10;10;7;9;8;6;7;1
0;0;0;18;4;50;10;20;5;5;10;0;4;6;6;5;4;5;4;1;2;20;8;1;2;7;4;;6;8;3;4;4;3;5;2;6;8;7;6;7;6;9;2;2;20;20;20;20;10;10;7;9;8;6;7;1
