"","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3","Delta_attr","Delta_sinc","Delta_intel","Delta_fun","Delta_amb","Delta_avg"
"797",55,16,1,32,2,2,19,1,NA,16,8,28,0,NA,0,26,2,NA,NA,NA,NA,NA,NA,0,4,6,6,5,6,6,4,4,2,23,"LAW",1,"","","",1,1,1,"California","91 730","39 919.00",6,4,2,"LAWYER",1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,NA,NA,NA,NA,NA,NA,20,20,20,10,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,1,9,9,10,9,9,9,10,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",55,16,1,32,2,2,19,9,NA,5,9,29,0,0.52,0,22,2,20,22,18,15,15,10,1,6,8,7,6,5,3,6,6,2,23,"LAW",1,"","","",1,1,1,"California","91 730","39 919.00",6,4,2,"LAWYER",1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,NA,NA,NA,NA,NA,NA,20,20,20,10,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,0,6,8,8,8,9,6,7,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",55,16,1,32,2,2,19,15,NA,11,10,30,1,0.49,0,23,2,10,20,20,20,20,10,1,7,7,8,8,7,8,8,5,2,23,"LAW",1,"","","",1,1,1,"California","91 730","39 919.00",6,4,2,"LAWYER",1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,NA,NA,NA,NA,NA,NA,20,20,20,10,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,1,7,9,10,10,10,10,8,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",55,16,1,32,2,2,19,8,NA,4,11,31,1,-0.32,0,24,2,35,10,20,20,10,5,1,9,8,7,10,9,8,8.5,9,1,23,"LAW",1,"","","",1,1,1,"California","91 730","39 919.00",6,4,2,"LAWYER",1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,NA,NA,NA,NA,NA,NA,20,20,20,10,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,1,8,10,10,10,10,8,10,10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",55,16,1,32,2,2,19,18,NA,14,12,32,0,0.2,0,27,4,50,0,50,0,0,0,0,8,8,7,9,7,5,7,3,2,23,"LAW",1,"","","",1,1,1,"California","91 730","39 919.00",6,4,2,"LAWYER",1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,NA,NA,NA,NA,NA,NA,20,20,20,10,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,0,6,8,10,8,7,7,8,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",55,16,1,32,2,2,19,19,NA,15,13,33,0,-0.15,0,30,2,30,20,30,10,0,10,0,7,7,6,6,6,4,5,2,2,23,"LAW",1,"","","",1,1,1,"California","91 730","39 919.00",6,4,2,"LAWYER",1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,NA,NA,NA,NA,NA,NA,20,20,20,10,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,0,6,9,9,8,8,7,8,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",55,16,1,32,2,2,19,2,NA,17,14,34,0,0.5,0,21,4,30,5,30,15,15,5,0,4,4,5,6,6,5,5,3,NA,23,"LAW",1,"","","",1,1,1,"California","91 730","39 919.00",6,4,2,"LAWYER",1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,NA,NA,NA,NA,NA,NA,20,20,20,10,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,1,8,9,10,9,10,9,10,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",55,16,1,32,2,2,19,17,NA,13,15,35,0,0.33,0,25,2,20,23,23,22,7,5,0,6,8,8,8,8,6,8,8,2,23,"LAW",1,"","","",1,1,1,"California","91 730","39 919.00",6,4,2,"LAWYER",1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,NA,NA,NA,NA,NA,NA,20,20,20,10,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,1,8,8,8,9,9,8,8,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",55,16,1,32,2,2,19,6,NA,2,16,36,0,-0.12,0,26,2,20,25,20,15,15,5,0,5,6,8,6,8,4,5,5,2,23,"LAW",1,"","","",1,1,1,"California","91 730","39 919.00",6,4,2,"LAWYER",1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,NA,NA,NA,NA,NA,NA,20,20,20,10,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,1,6,9,9,8,9,7,7,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",55,16,1,32,2,2,19,11,NA,7,17,37,0,-0.27,0,27,2,10,10,30,25,10,15,1,5,7,6,7,4,5,4,4,2,23,"LAW",1,"","","",1,1,1,"California","91 730","39 919.00",6,4,2,"LAWYER",1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,NA,NA,NA,NA,NA,NA,20,20,20,10,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,0,6,9,9,7,7,NA,7,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",55,16,1,32,2,2,19,14,NA,10,19,38,1,0.11,1,23,1,50,10,20,10,10,0,1,8,8,8,8,9,8,9,6,1,23,"LAW",1,"","","",1,1,1,"California","91 730","39 919.00",6,4,2,"LAWYER",1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,NA,NA,NA,NA,NA,NA,20,20,20,10,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,1,8,10,10,10,10,10,10,10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",55,16,1,32,2,2,19,16,NA,12,20,39,0,-0.08,0,24,3,20,20,20,15,15,10,0,6,7,8,10,7,NA,7,3,2,23,"LAW",1,"","","",1,1,1,"California","91 730","39 919.00",6,4,2,"LAWYER",1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,7,5,20,25,25,10,10,10,NA,NA,NA,NA,NA,NA,20,20,20,10,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,0,5,9,10,9,10,9,8,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",56,1,0,1,1,3,10,5,NA,7,1,66,0,0.26,0,29,3,20,25,15,15,53,20,1,7,6,6,7,9,5,6,6,2,23,"social work",11,"","","",2,10,9,"Florida","33 496","41 466.00",1,3,1,"social worker",9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,15,17,18,18,15,17,15,NA,NA,NA,NA,NA,NA,32,10,12,27,7,12,10,10,9,8,5,NA,NA,NA,NA,NA,0,2,6,2,3,2,3,2,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,20,15,15,15,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,7,9,7,NA,NA,NA,NA,NA,0,2,0,NA,NA,15,18,18,17,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",56,1,0,1,1,3,10,5,NA,3,2,67,0,-0.15,0,22,6,20,15,20,20,5,10,1,8,8,7,7,7,5,7,5,2,23,"social work",11,"","","",2,10,9,"Florida","33 496","41 466.00",1,3,1,"social worker",9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,15,17,18,18,15,17,15,NA,NA,NA,NA,NA,NA,32,10,12,27,7,12,10,10,9,8,5,NA,NA,NA,NA,NA,0,3,9,9,7,9,7,5,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,20,15,15,15,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,7,9,7,NA,NA,NA,NA,NA,0,2,0,NA,NA,15,18,18,17,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",56,1,0,1,1,3,10,5,NA,8,3,68,0,0.44,0,27,1,21,17,22,20,8,13,0,6,4,5,6,4,3,5,0,2,23,"social work",11,"","","",2,10,9,"Florida","33 496","41 466.00",1,3,1,"social worker",9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,15,17,18,18,15,17,15,NA,NA,NA,NA,NA,NA,32,10,12,27,7,12,10,10,9,8,5,NA,NA,NA,NA,NA,0,3,7,5,3,5,2,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,20,15,15,15,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,7,9,7,NA,NA,NA,NA,NA,0,2,0,NA,NA,15,18,18,17,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",56,1,0,1,1,3,10,5,NA,9,4,69,1,-0.05,1,28,2,50,10,30,10,0,0,1,7,5,5,7,6,NA,6,4,2,23,"social work",11,"","","",2,10,9,"Florida","33 496","41 466.00",1,3,1,"social worker",9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,15,17,18,18,15,17,15,NA,NA,NA,NA,NA,NA,32,10,12,27,7,12,10,10,9,8,5,NA,NA,NA,NA,NA,1,5,10,8,5,8,6,6,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,20,15,15,15,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,7,9,7,NA,NA,NA,NA,NA,0,2,0,NA,NA,15,18,18,17,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",56,1,0,1,1,3,10,5,NA,4,5,70,1,0.07,1,26,2,25,10,20,20,15,10,1,8,6,7,7,7,5,8,3,2,23,"social work",11,"","","",2,10,9,"Florida","33 496","41 466.00",1,3,1,"social worker",9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,15,17,18,18,15,17,15,NA,NA,NA,NA,NA,NA,32,10,12,27,7,12,10,10,9,8,5,NA,NA,NA,NA,NA,1,4,7,9,9,10,7,9,9,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,20,15,15,15,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,7,9,7,NA,NA,NA,NA,NA,0,2,0,NA,NA,15,18,18,17,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",56,1,0,1,1,3,10,5,NA,2,6,71,0,-0.37,1,21,2,60,15,0,15,0,10,1,9,8,8,10,9,6,8,1,2,23,"social work",11,"","","",2,10,9,"Florida","33 496","41 466.00",1,3,1,"social worker",9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,15,17,18,18,15,17,15,NA,NA,NA,NA,NA,NA,32,10,12,27,7,12,10,10,9,8,5,NA,NA,NA,NA,NA,0,3,10,8,6,7,7,5,10,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,20,15,15,15,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,7,9,7,NA,NA,NA,NA,NA,0,2,0,NA,NA,15,18,18,17,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",56,1,0,1,1,3,10,5,NA,1,7,72,0,0.65,1,22,2,21,20,19,20,10,10,1,7,8,7,5,7,5,6,7,2,23,"social work",11,"","","",2,10,9,"Florida","33 496","41 466.00",1,3,1,"social worker",9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,15,17,18,18,15,17,15,NA,NA,NA,NA,NA,NA,32,10,12,27,7,12,10,10,9,8,5,NA,NA,NA,NA,NA,0,3,10,5,3,5,4,3,10,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,20,15,15,15,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,7,9,7,NA,NA,NA,NA,NA,0,2,0,NA,NA,15,18,18,17,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",56,1,0,1,1,3,10,5,NA,5,8,73,0,-0.31,1,22,2,30,10,20,30,0,10,0,7,7,6,5,4,5,5,5,2,23,"social work",11,"","","",2,10,9,"Florida","33 496","41 466.00",1,3,1,"social worker",9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,15,17,18,18,15,17,15,NA,NA,NA,NA,NA,NA,32,10,12,27,7,12,10,10,9,8,5,NA,NA,NA,NA,NA,1,4,10,9,8,9,7,6,8,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,20,15,15,15,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,7,9,7,NA,NA,NA,NA,NA,0,2,0,NA,NA,15,18,18,17,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",56,1,0,1,1,3,10,5,NA,10,9,74,0,-0.06,1,25,2,30,0,30,30,10,0,0,8,10,8,8,10,5,7,1,2,23,"social work",11,"","","",2,10,9,"Florida","33 496","41 466.00",1,3,1,"social worker",9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,15,17,18,18,15,17,15,NA,NA,NA,NA,NA,NA,32,10,12,27,7,12,10,10,9,8,5,NA,NA,NA,NA,NA,0,3,10,7,3,5,2,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,20,15,15,15,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,7,9,7,NA,NA,NA,NA,NA,0,2,0,NA,NA,15,18,18,17,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",56,1,0,1,1,3,10,5,NA,6,10,75,0,0.37,0,24,6,20,20,20,20,10,10,1,8,6,6,7,7,5,6,5,2,23,"social work",11,"","","",2,10,9,"Florida","33 496","41 466.00",1,3,1,"social worker",9,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,15,17,18,18,15,17,15,NA,NA,NA,NA,NA,NA,32,10,12,27,7,12,10,10,9,8,5,NA,NA,NA,NA,NA,0,3,10,9,2,9,3,3,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,20,15,15,15,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,7,9,7,NA,NA,NA,NA,NA,0,2,0,NA,NA,15,18,18,17,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",57,2,0,3,1,3,10,4,NA,6,1,66,0,0.23,0,29,3,20,25,15,15,53,20,0,4,7,7,6,6,5,5,5,2,22,"Social Work",11,"","","",2,10,10,"New Jersey","7 045","",3,5,2,"Social Worker",9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,10,20,20,20,15,15,NA,NA,NA,NA,NA,NA,10,20,20,20,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,0,8,7,7,7,7,7,8,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,10,20,20,15,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,9,10,9,NA,NA,NA,NA,NA,0,0,0,NA,NA,10,15,25,25,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",57,2,0,3,1,3,10,4,NA,2,2,67,0,-0.01,0,22,6,20,15,20,20,5,10,0,5,10,7,5,4,1,5,1,2,22,"Social Work",11,"","","",2,10,10,"New Jersey","7 045","",3,5,2,"Social Worker",9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,10,20,20,20,15,15,NA,NA,NA,NA,NA,NA,10,20,20,20,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,0,8,8,8,7,8,1,5,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,10,20,20,15,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,9,10,9,NA,NA,NA,NA,NA,0,0,0,NA,NA,10,15,25,25,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",57,2,0,3,1,3,10,4,NA,7,3,68,0,0.68,0,27,1,21,17,22,20,8,13,0,5,6,6,5,5,4,4,0,2,22,"Social Work",11,"","","",2,10,10,"New Jersey","7 045","",3,5,2,"Social Worker",9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,10,20,20,20,15,15,NA,NA,NA,NA,NA,NA,10,20,20,20,20,10,6,10,10,9,10,NA,NA,NA,NA,NA,0,7,6,9,7,7,7,8,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,10,20,20,15,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,9,10,9,NA,NA,NA,NA,NA,0,0,0,NA,NA,10,15,25,25,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
